Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,19279,-,-,India,18.95,72.85,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2012,1,1,0,30,0,0,0,0,0,0,20,25.52616909012687,1008.9484252929688,73.0161389065901,175.0666975938321,4.068169049834927,0.0,299.72576904296875,1.4996074438095093,0
2012,1,1,1,30,0,0,0,0,0,0,20,25.52323682524468,1008.520263671875,73.30031741468059,168.07723667881427,4.037318512854609,0.0,293.0229797363281,1.5405324697494507,0
2012,1,1,2,30,0,0,0,0,0,0,20,25.528441239663437,1008.433349609375,73.64956255477814,154.49786590253157,4.007738256946092,0.0,293.2960205078125,1.4600554704666138,0
2012,1,1,3,30,0,0,0,0,0,0,20,25.457046980747577,1008.5626831054688,74.2859633284476,140.70400447517818,4.017507956422676,0.0,293.45892333984375,1.3155721426010132,0
2012,1,1,4,30,0,0,0,0,0,0,20,25.43186743512433,1008.7349243164062,74.79514293854741,126.95108038886045,4.020393143950922,0.0,289.35498046875,1.1421183347702026,0
2012,1,1,5,30,0,0,0,0,0,0,17,23.672319379925966,1011.147216796875,70.20166946767667,113.26499022900333,3.090282135795039,0.0,15.478630065917969,5.2715229988098145,0
2012,1,1,6,30,0,0,0,0,0,0,17,23.418482307376337,1012.2332763671875,70.44011021910534,99.88217402741098,3.0481864826571563,0.0,17.817825317382812,5.332723617553711,0
2012,1,1,7,30,14,0,14,19,54,22,17,23.585840154639925,1013.0004272460938,67.03332955494812,86.8579464567807,3.016051963235178,0.0,19.94781494140625,5.276221752166748,0
2012,1,1,8,30,118,93,143,97,391,202,16,24.515448774187746,1013.876708984375,59.726513343476604,74.40716532468225,2.9885363889509917,0.0,22.212417602539062,5.116096019744873,0
2012,1,1,9,30,204,385,380,139,580,404,15,25.94766436084825,1013.98193359375,51.838505236643904,62.8801311016891,2.9419049482000084,0.0,21.34874725341797,4.779694080352783,0
2012,1,1,10,30,163,681,574,163,681,574,14,27.453901705911335,1013.2158203125,45.11792084291369,52.89957813908635,2.9031959183663676,0.0,15.636238098144531,4.37476110458374,0
2012,1,1,11,30,176,734,691,176,734,691,13,28.762264599128855,1011.8140258789062,40.148410716264586,45.505437325645296,2.8625706984444266,0.0,5.204216003417969,3.9580819606781006,0
2012,1,1,12,30,182,755,742,182,755,742,13,29.496735300133537,1010.2587280273438,37.64280641753192,42.090579402252345,2.8053769971354807,0.0,351.4537353515625,3.8950679302215576,0
2012,1,1,13,30,180,748,721,180,748,721,13,29.557318432884927,1009.0983276367188,37.574755768609954,43.60292577989633,2.740144379942087,0.0,340.43585205078125,4.2684454917907715,0
2012,1,1,14,30,170,711,631,170,711,631,13,29.11257955920172,1008.5616455078125,39.171398681087226,49.592914180694166,2.6855019576030763,0.0,334.1023254394531,4.752391815185547,0
2012,1,1,15,30,151,633,480,151,633,480,14,28.224006101518057,1008.6116943359375,41.956992984651684,58.70210862742823,2.625812976985631,0.0,332.4985046386719,5.172079086303711,0
2012,1,1,16,30,118,488,287,118,488,287,14,27.046458354616846,1009.1099243164062,46.098918855808634,69.71293473144482,2.5537051168974125,0.0,333.2972106933594,5.471875190734863,0
2012,1,1,17,30,60,71,71,56,208,86,15,25.88617217406272,1009.613037109375,51.484828486684734,81.85410258032816,2.483609866344482,0.0,336.13525390625,5.699644565582275,0
2012,1,1,18,30,0,0,0,0,0,0,15,25.39906328028445,1010.4810791015625,55.60316802870017,94.68474814829399,2.436431996617774,0.0,339.6889953613281,5.850598335266113,0
2012,1,1,19,30,0,0,0,0,0,0,16,25.197539337614046,1011.1596069335938,57.18546882644567,107.9460556928642,2.424843026928023,0.0,343.4809265136719,5.89803409576416,0
2012,1,1,20,30,0,0,0,0,0,0,16,24.973506028901284,1011.3806762695312,59.16697050132454,121.4829231373214,2.442941800039529,0.0,347.45367431640625,5.648510932922363,0
2012,1,1,21,30,0,0,0,0,0,0,16,24.731833321246313,1011.6414794921875,61.260145244461285,135.19078554899278,2.4789578992562884,0.0,351.9971618652344,5.295792102813721,0
2012,1,1,22,30,0,0,0,0,0,0,17,24.51358639445897,1011.4204711914062,63.12377583887814,148.98224179846213,2.4983255666925785,0.0,356.5112609863281,4.9562087059021,0
2012,1,1,23,30,0,0,0,0,0,0,17,24.30058570865316,1010.9437255859375,64.73378761054788,162.7158238417951,2.4986887153891093,0.0,1.0171966552734375,4.656455039978027,0
2012,1,2,0,30,0,0,0,0,0,0,17,24.074426001428378,1010.7921752929688,65.95718248667166,175.0672668982881,2.4834896760221783,0.0,5.833015441894531,4.417693138122559,0
2012,1,2,1,30,0,0,0,0,0,0,17,23.8194830671668,1010.3367919921875,67.05356148194805,168.1088028390813,2.460325468053874,0.0,10.057334899902344,4.237908363342285,0
2012,1,2,2,30,0,0,0,0,0,0,17,23.546510883824396,1010.104736328125,67.75933733887439,154.52604011434914,2.437624831764479,0.0,12.151153564453125,4.316605091094971,0
2012,1,2,3,30,0,0,0,0,0,0,17,23.298041290575043,1010.3529663085938,68.30827529319178,140.730057791401,2.3990565820410854,0.0,14.176536560058594,4.473977565765381,0
2012,1,2,4,30,0,0,0,0,0,0,17,23.03888435704954,1010.6930541992188,69.26103897316224,126.97526780830614,2.3607671742728336,0.0,17.142532348632812,4.536991596221924,0
2012,1,2,5,30,0,0,0,0,0,0,17,22.80524352431297,1011.4004516601562,70.50664009698173,113.35536819418611,2.326700395867011,0.0,19.755386352539062,4.523815155029297,0
2012,1,2,6,30,0,0,0,0,0,0,17,22.61073283261163,1012.4214477539062,71.72659871273244,99.96354585263212,2.306064902093803,0.0,22.169723510742188,4.440706729888916,0
2012,1,2,7,30,16,0,16,19,55,22,16,22.74121396905298,1013.7677001953125,67.63218412191235,86.92816632103776,2.300425380751736,0.0,25.198394775390625,4.215777397155762,0
2012,1,2,8,30,98,401,206,98,401,206,15,23.848177680413926,1014.7172241210938,57.74662940143096,74.46288760912904,2.299727551838234,0.0,28.344280242919922,3.755286455154419,0
2012,1,2,9,30,140,591,410,140,591,410,13,25.788922006258304,1014.9571533203125,48.14301408743097,62.915925115223885,2.2976213950595947,0.0,29.378097534179688,3.189030408859253,0
2012,1,2,10,30,165,693,583,165,693,583,12,27.840587157974028,1014.3834838867188,39.4448430083778,52.90734386268222,2.291269046194797,0.0,26.90478515625,2.39631724357605,0
2012,1,2,11,30,178,746,701,178,746,701,11,29.72902647255205,1012.8220825195312,32.40464194647889,45.475188919087785,2.28103365456045,0.0,14.3804931640625,1.42943274974823,0
2012,1,2,12,30,183,766,753,183,766,753,10,30.805967502709564,1011.1885986328125,29.294601075824684,42.01663380176275,2.2627797407316335,0.0,322.86041259765625,1.0246859788894653,0
2012,1,2,13,30,181,759,732,181,759,732,11,30.801036295379163,1010.2137451171875,29.871595775689464,43.4929479632491,2.2389555517406965,0.0,291.73651123046875,1.7687748670578003,0
2012,1,2,14,30,171,721,640,171,721,640,12,30.064167035919183,1009.5050048828125,33.127527377371216,49.46343922295702,2.2177040758116227,0.0,293.04583740234375,2.635098934173584,0
2012,1,2,15,30,152,643,488,152,643,488,13,28.95897341179841,1009.2919311523438,37.63869570204552,58.56607934069613,2.215274586115855,0.0,299.16412353515625,3.2625932693481445,0
2012,1,2,16,30,119,497,292,119,497,292,13,27.664389334287534,1009.5147705078125,43.00801208073477,69.57691072930098,2.200880298694404,0.0,305.63812255859375,3.661939859390259,0
2012,1,2,17,30,61,77,73,57,216,89,15,26.241285880798728,1010.4130859375,51.328459395371326,81.72088408084595,2.177994171444826,0.0,313.5157165527344,3.9087276458740234,0
2012,1,2,18,30,0,0,0,0,0,0,17,25.500356350447703,1011.014892578125,59.649892474984675,94.55546411952562,2.157330804230017,0.0,323.3045349121094,4.0094780921936035,0
2012,1,2,19,30,0,0,0,0,0,0,17,25.1363237862667,1011.7557373046875,63.29829530927784,107.8212899992799,2.1418354053348336,0.0,333.49017333984375,3.940751791000366,0
2012,1,2,20,30,0,0,0,0,0,0,18,24.90383306593958,1012.2237548828125,65.82480995611806,121.36316891807971,2.13375408627025,0.0,341.183349609375,3.7569143772125244,0
2012,1,2,21,30,0,0,0,0,0,0,18,24.79196482980825,1012.5520629882812,67.50506044300634,135.0768584207176,2.152824867508112,0.0,346.2992858886719,3.5994791984558105,0
2012,1,2,22,30,0,0,0,0,0,0,18,24.663642468202738,1012.4418334960938,68.76516055452068,148.87609704053892,2.1861092706335055,0.0,349.33599853515625,3.566331148147583,0
2012,1,2,23,30,0,0,0,0,0,0,18,24.541153876098008,1012.0128173828125,69.83226196078991,162.62454773290366,2.2239462726544064,0.0,352.0323791503906,3.590681552886963,0
2012,1,3,0,30,0,0,0,0,0,0,18,24.426709753827254,1011.572021484375,70.79275233892176,175.07314119316274,2.2484654279771106,0.0,356.10992431640625,3.5415658950805664,0
2012,1,3,1,30,0,0,0,0,0,0,18,24.364575718180106,1010.9581298828125,71.51591094340041,168.23756468732853,2.2548377759093703,0.0,1.5498504638671875,3.37187123298645,0
2012,1,3,2,30,0,0,0,0,0,0,18,24.285534116157294,1010.1918334960938,71.72362688808528,154.63946702402137,2.2472884212928883,0.0,4.934761047363281,3.169217348098755,0
2012,1,3,3,30,0,0,0,0,0,0,18,24.239021469959766,1009.8009033203125,71.64882099358051,140.83420266809242,2.2188526222349436,0.0,6.946861267089844,2.9517557621002197,0
2012,1,3,4,30,0,0,0,0,0,0,18,24.21776116128558,1009.6102294921875,71.39885693677248,127.07133398060338,2.1887545481567003,0.0,8.768775939941406,2.7450807094573975,0
2012,1,3,5,30,0,0,0,0,0,0,18,24.21443965734892,1010.354736328125,71.22436158342484,113.44306523208292,2.1703284486726484,0.0,10.443374633789062,2.5859148502349854,0
2012,1,3,6,30,0,0,0,0,0,0,18,24.24981186899197,1011.4146728515625,70.98159271455256,100.04167566237453,2.1580245265523392,0.0,14.744903564453125,2.389641523361206,0
2012,1,3,7,30,16,0,16,19,54,22,18,24.435855014573633,1012.2438354492188,69.50719308271516,86.99455518713263,2.1434232398024196,0.0,21.395111083984375,2.1345064640045166,0
2012,1,3,8,30,98,403,206,98,403,206,16,25.541795137794963,1013.2944946289062,55.69418374135458,74.51406387334242,2.14137779437261,0.0,23.552200317382812,1.9165276288986206,0
2012,1,3,9,30,141,594,411,141,594,411,14,27.49438195911449,1013.9692993164062,46.00525338578263,62.946370659465074,2.165842925183064,0.0,10.745887756347656,1.8258856534957886,0
2012,1,3,10,30,165,695,584,165,695,584,13,29.098847394692882,1013.481689453125,39.13205378724008,52.90888043657568,2.1926854004142737,0.0,351.7301025390625,1.7487937211990356,0
2012,1,3,11,30,178,748,703,178,748,703,13,30.102106209143415,1012.5180053710938,35.8904064719487,45.437909286732655,2.2091417374289573,0.0,328.67449951171875,1.7767643928527832,0
2012,1,3,12,30,183,768,755,183,768,755,13,30.375350787315597,1011.1552124023438,35.7002852431299,41.935336964700944,2.2190367241440874,0.0,309.28759765625,2.1593403816223145,0
2012,1,3,13,30,181,759,733,181,759,733,14,30.03082310358883,1010.1390380859375,38.00086000886378,43.37618113213995,2.236422125348003,0.0,301.6612548828125,2.777843713760376,0
2012,1,3,14,30,171,721,642,171,721,642,14,29.29826404764441,1009.4444580078125,41.70556930231047,49.328407593164854,2.2670446666580513,0.0,302.89068603515625,3.283582925796509,0
2012,1,3,15,30,152,643,489,152,643,489,15,28.375166213037687,1009.6119995117188,45.863239137475325,58.42583806403803,2.270048126874334,0.0,306.8869934082031,3.629566192626953,0
2012,1,3,16,30,119,498,294,119,498,294,16,27.21381876447765,1010.2026977539062,51.53580863577029,69.43784158877948,2.2662026029968896,0.0,311.39697265625,3.8162221908569336,0
2012,1,3,17,30,63,83,76,58,219,90,17,25.90804156206042,1010.6911010742188,60.25584882235028,81.58557233116849,2.2443853425466864,0.0,316.6101379394531,3.82792329788208,0
2012,1,3,18,30,0,0,0,0,0,0,19,25.33985388188546,1011.4432373046875,68.11440509620633,94.42486941164829,2.1977167810576197,0.0,323.31243896484375,3.658625602722168,0
2012,1,3,19,30,0,0,0,0,0,0,19,25.11455396729906,1011.9606323242188,70.50381719530479,107.6958746283907,2.126388808947865,0.0,331.8995056152344,3.2769949436187744,0
2012,1,3,20,30,0,0,0,0,0,0,19,25.003670197176007,1012.2609252929688,71.87168211993679,121.24335191219488,2.0440074933914634,0.0,339.87969970703125,2.7589454650878906,0
2012,1,3,21,30,0,0,0,0,0,0,19,24.939266589374313,1012.0333862304688,72.61463462225123,134.96342471506279,2.001581454229588,0.0,347.3413391113281,2.320119619369507,0
2012,1,3,22,30,0,0,0,0,0,0,19,24.86043328817175,1011.5757446289062,73.33155487072548,148.77102967188063,1.9738947108159737,0.0,353.5233154296875,2.075075626373291,0
2012,1,3,23,30,0,0,0,0,0,0,19,24.771590426418015,1010.9080810546875,74.32089934045486,162.53508915867206,1.956240430364475,0.0,359.1918640136719,1.9321423768997192,0
2012,1,4,0,30,0,0,0,0,0,0,20,24.633469404239406,1010.6135864257812,75.57362267610357,175.08178647774412,1.9429350435299888,0.0,4.154914855957031,1.8502235412597656,0
2012,1,4,1,30,0,0,0,0,0,0,20,24.471628320349453,1010.0927734375,76.8559310103337,168.36720012609624,1.9328607690408344,0.0,6.2969970703125,1.9008694887161255,0
2012,1,4,2,30,0,0,0,0,0,0,19,24.342693067410664,1009.8028564453125,76.39512498911668,154.75195820344217,1.931226365225243,0.0,5.328407287597656,2.1025965213775635,0
2012,1,4,3,30,0,0,0,0,0,0,19,24.19274422380488,1010.076171875,76.30104822968747,140.93665479256907,1.9236340233228306,0.0,5.519538879394531,2.35190486907959,0
2012,1,4,4,30,0,0,0,0,0,0,19,24.058497013398437,1010.5042114257812,76.78672122437207,127.16513856091316,1.9205797377083902,0.0,8.141693115234375,2.5345592498779297,0
2012,1,4,5,30,0,0,0,0,0,0,19,23.91875938767356,1011.3935546875,77.59588453343534,113.5279714152962,1.917096077636819,0.0,13.41693115234375,2.6488397121429443,0
2012,1,4,6,30,0,0,0,0,0,0,19,23.768146613098054,1011.8839721679688,78.42272236371758,100.1164692159117,1.902549385337742,0.0,22.411827087402344,2.6478943824768066,0
2012,1,4,7,30,15,0,15,19,54,21,19,23.850240908626745,1012.7052001953125,76.92449031952458,87.05699126812948,1.873910640850872,0.0,35.3943977355957,2.520317792892456,0
2012,1,4,8,30,99,408,207,99,408,207,17,24.770780234760593,1013.6788940429688,64.70340274686403,74.56062423282918,1.8338546052833888,0.0,44.56511688232422,2.2155776023864746,0
2012,1,4,9,30,141,602,415,141,602,415,16,26.71748971462813,1013.7344970703125,53.44448871396552,62.97142539096687,1.7978842630055252,0.0,41.309234619140625,1.8149632215499878,0
2012,1,4,10,30,166,705,592,166,705,592,14,28.670174432378758,1013.4520874023438,42.28842168628591,52.90417226040982,1.7686368110443595,0.0,24.135574340820312,1.4013400077819824,0
2012,1,4,11,30,179,759,713,179,759,713,13,30.073794544804343,1012.349609375,35.50786549213267,45.39360800755779,1.7480481320203927,0.0,346.9886474609375,1.1669865846633911,0
2012,1,4,12,30,185,780,766,185,780,766,12,30.58337174210891,1011.4204711914062,33.691046761525186,41.846719908341385,1.7337941131519923,0.0,313.75714111328125,1.6024798154830933,0
