Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,19279,-,-,India,18.95,72.85,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2000,1,1,0,30,0,0,0,0,0,0,19,24.71522271837017,1009.309814453125,72.84327849596424,175.06152101800086,2.851511913616874,0.0,320.30029296875,3.0090699195861816,0
2000,1,1,1,30,0,0,0,0,0,0,19,24.521887079808096,1008.91015625,74.16743024202762,168.071684903324,2.646616851846007,0.0,320.39453125,3.2925407886505127,0
2000,1,1,2,30,0,0,0,0,0,0,19,24.349905428378065,1008.6442260742188,75.34314915393705,154.49416368619086,2.4552273513538267,0.0,325.30059814453125,3.582073926925659,0
2000,1,1,3,30,0,0,0,0,0,0,19,24.191912964808296,1008.4752807617188,76.06601327875853,140.7012351210012,2.2690683588915017,0.0,331.5477294921875,3.7989587783813477,0
2000,1,1,4,30,0,0,0,0,0,0,19,24.086976511869295,1008.798095703125,76.50145119769144,126.94905987533164,2.120765290093455,0.0,337.8710021972656,3.883848190307617,0
2000,1,1,5,30,0,0,0,0,0,0,20,23.28191137503154,1010.2992553710938,84.45324411838251,113.26350668170089,2.156635961377844,0.0,75.58847045898438,3.75542950630188,0
2000,1,1,6,30,0,0,0,0,0,0,20,22.847686733534317,1010.7685546875,86.34871805624321,99.88144332632652,2.132169636896933,0.0,86.05976104736328,4.060474395751953,0
2000,1,1,7,30,13,0,13,20,66,23,19,22.71900740806194,1011.5255737304688,84.21037582909472,86.8580867466974,2.1165076218819348,0.0,94.39617919921875,4.303400993347168,0
2000,1,1,8,30,98,409,208,98,409,208,19,23.82436520107973,1012.4064331054688,76.26075026808255,74.40837684908273,2.110694900054758,0.0,102.34915924072266,4.197593688964844,0
2000,1,1,9,30,141,596,413,141,596,413,19,26.330668012243393,1012.7763061523438,64.12924611887816,62.882696143245255,2.1164280687805763,0.0,111.79419708251953,4.168710708618164,0
2000,1,1,10,30,165,696,585,165,696,585,16,29.0284358116175,1012.5790405273438,47.90195378161347,52.90385654968417,2.1388884473226075,0.0,122.85169982910156,4.361851215362549,0
2000,1,1,11,30,179,747,702,179,747,702,15,30.69190870582463,1011.6704711914062,40.39301569166012,45.51171432974108,2.1720899585895763,0.0,132.75601196289062,4.0207695960998535,0
2000,1,1,12,30,184,766,752,184,766,752,14,31.988449495433258,1010.9983520507812,34.714173780482525,42.098643846503535,2.2032330672434797,0.0,144.18807983398438,3.286994695663452,0
2000,1,1,13,30,213,714,730,181,757,730,13,32.614316659799954,1009.9164428710938,31.98895678695866,43.61181849276973,2.2341566599528435,0.0,160.24703979492188,2.436082124710083,0
2000,1,1,14,30,171,718,637,171,718,637,13,32.52819017464941,1009.382568359375,31.144584599907333,49.60159378669476,2.2689394352456462,0.0,173.88536071777344,1.8503546714782715,0
2000,1,1,15,30,152,640,484,152,640,484,12,31.830385310163877,1009.21240234375,31.676116756913043,58.710068619883515,2.271975834860473,0.0,185.76394653320312,1.3522228002548218,0
2000,1,1,16,30,118,495,289,118,495,289,12,30.60905413778852,1009.1739501953125,33.556096955054,69.72007534904877,2.279476473861561,0.0,203.50025939941406,0.9551235437393188,0
2000,1,1,17,30,61,82,73,56,218,87,16,28.796411006599897,1009.6001586914062,46.62608698916414,81.86047308455079,2.29419873000881,0.0,245.3331756591797,1.0493552684783936,0
2000,1,1,18,30,0,0,0,0,0,0,18,28.167539271003534,1009.9230346679688,54.501085349492826,94.69040585283484,2.3139835142691183,0.0,272.6977233886719,1.3660720586776733,0
2000,1,1,19,30,0,0,0,0,0,0,18,27.700216278315168,1010.7997436523438,57.106664236346084,107.95106294210126,2.328930776795167,0.0,294.66607666015625,1.5001953840255737,0
2000,1,1,20,30,0,0,0,0,0,0,18,27.2247721488813,1011.6340942382812,60.7412324726124,121.48730023976867,2.340038140283491,0.0,316.02838134765625,1.7485581636428833,0
2000,1,1,21,30,0,0,0,0,0,0,19,26.667856306182387,1011.5387573242188,64.80716296898274,135.19450047843588,2.358017491525556,0.0,336.058349609375,1.9858360290527344,0
2000,1,1,22,30,0,0,0,0,0,0,19,26.116686119438327,1011.2547607421875,68.90478840870536,148.98514759663195,2.35550677170468,0.0,355.11566162109375,2.240701198577881,0
2000,1,1,23,30,0,0,0,0,0,0,20,25.61910879466666,1011.2865600585938,72.84721656688947,162.71733487165554,2.3416585005123105,0.0,11.210594177246094,2.5641822814941406,0
2000,1,2,0,30,0,0,0,0,0,0,20,25.149872237029342,1010.9679565429688,75.95634316536201,175.06199339232427,2.3221288285425876,0.0,25.457481384277344,2.901888847351074,0
2000,1,2,1,30,0,0,0,0,0,0,20,24.67618502506474,1010.6703491210938,78.4112013556761,168.10323720267277,2.297092454452361,0.0,38.589420318603516,3.2313499450683594,0
2000,1,2,2,30,0,0,0,0,0,0,20,24.19446653918834,1010.5327758789062,80.34308166273757,154.52236164647468,2.260901199942031,0.0,51.90806579589844,3.6042163372039795,0
2000,1,2,3,30,0,0,0,0,0,0,20,23.710411843477857,1010.4202880859375,81.91565651655964,140.72732808321075,2.212175194207895,0.0,63.270042419433594,3.950561285018921,0
2000,1,2,4,30,0,0,0,0,0,0,20,23.281885428849307,1010.6349487304688,83.34592831963154,126.97329896561996,2.171569517963215,0.0,71.5031509399414,4.149503707885742,0
2000,1,2,5,30,0,0,0,0,0,0,20,22.84025549285866,1011.0679321289062,84.9771493581675,113.35414063296668,2.1397164075965223,0.0,78.43013000488281,4.361978054046631,0
2000,1,2,6,30,0,0,0,0,0,0,20,22.39347939514954,1011.6613159179688,86.77471353587684,99.96311945995524,2.1096149873708656,0.0,84.46224975585938,4.613218784332275,0
2000,1,2,7,30,15,0,15,19,64,23,19,22.367555157344952,1012.7696533203125,83.9566736930011,86.92866632902084,2.0889445209683983,0.0,89.2883071899414,4.758699417114258,0
2000,1,2,8,30,98,409,208,98,409,208,18,23.7288851271137,1013.38671875,74.4908228506441,74.46451792357655,2.088122946781671,0.0,94.17363739013672,4.529568195343018,0
2000,1,2,9,30,141,596,412,141,596,412,18,26.27755741884988,1013.8978881835938,62.154635047679406,62.91897776381824,2.092181584272415,0.0,98.8136978149414,4.2626824378967285,0
2000,1,2,10,30,165,696,586,165,696,586,16,29.089073550005025,1013.8049926757812,46.502935573389735,52.91218631206647,2.10641327423411,0.0,105.18122863769531,4.293728828430176,0
2000,1,2,11,30,179,749,704,179,749,704,14,31.1852614228697,1012.8478393554688,36.09768053379653,45.48209827153758,2.1093711853679307,0.0,110.76686096191406,3.840989351272583,0
2000,1,2,12,30,184,769,755,184,769,755,12,32.66038831118675,1011.9298095703125,29.26394604411809,42.02535147856145,2.095507785454825,0.0,114.58612823486328,3.062544107437134,0
2000,1,2,13,30,182,761,734,182,761,734,11,33.259509090166944,1010.9778442382812,26.091356611061716,43.502431961529695,2.0787768342207804,0.0,116.90766906738281,2.106552839279175,0
2000,1,2,14,30,172,724,643,172,724,643,10,33.17805709881986,1010.4319458007812,25.013873993815373,49.472591078871645,2.070526697755852,0.0,109.9034423828125,1.2462663650512695,0
2000,1,2,15,30,153,647,490,153,647,490,9,32.47526481472693,1010.3009033203125,25.102016672132322,58.57438781178275,2.042844769428014,0.0,81.48515319824219,0.6441246867179871,0
2000,1,2,16,30,119,503,294,119,503,294,9,31.10293548585645,1009.9824829101562,26.330827035961963,69.58429502743195,2.0051819549458823,0.0,25.363723754882812,0.5691652297973633,0
2000,1,2,17,30,63,88,76,57,227,90,14,29.22654474451508,1010.2278442382812,39.85462764433008,81.72741486802238,1.9599915893439133,0.0,337.04791259765625,1.0437062978744507,0
2000,1,2,18,30,0,0,0,0,0,0,15,28.5720646066614,1010.4425048828125,46.23080424359608,94.56121361022427,1.9155934127104748,0.0,329.8865661621094,1.780886173248291,0
2000,1,2,19,30,0,0,0,0,0,0,16,28.033108473134178,1011.2930908203125,48.1863799885266,107.82633158814753,1.8793462925955553,0.0,335.6608581542969,2.385371446609497,0
2000,1,2,20,30,0,0,0,0,0,0,17,27.417613612772698,1011.7689819335938,53.073449045248346,121.36752951792772,1.8512803645617009,0.0,347.8262023925781,2.6768927574157715,0
2000,1,2,21,30,0,0,0,0,0,0,17,26.715957428770707,1012.0499267578125,58.499069091500466,135.08050866498053,1.865748701960251,0.0,5.837677001953125,2.8784961700439453,0
2000,1,2,22,30,0,0,0,0,0,0,18,26.06602824541693,1011.9827270507812,63.49886267279524,148.8788871576603,1.8801298295042952,0.0,25.815879821777344,3.1783692836761475,0
2000,1,2,23,30,0,0,0,0,0,0,18,25.48286146005688,1012.0217895507812,66.94453302842669,162.6258751592473,1.89039636245403,0.0,44.523616790771484,3.5511255264282227,0
2000,1,3,0,30,0,0,0,0,0,0,18,24.956796401421116,1011.80224609375,68.64671442439737,175.06748141763092,1.8913676438945026,0.0,60.345787048339844,3.9174680709838867,0
2000,1,3,1,30,0,0,0,0,0,0,18,24.45110295982016,1011.0626831054688,69.21604175244629,168.23195382139022,1.8821170834327028,0.0,71.25900268554688,4.200217247009277,0
2000,1,3,2,30,0,0,0,0,0,0,18,23.96476731164705,1010.7361450195312,69.54200589646948,154.63589478740894,1.863839031588199,0.0,77.2590560913086,4.367758274078369,0
2000,1,3,3,30,0,0,0,0,0,0,17,23.50158873138554,1010.5543823242188,70.51510758157934,140.83164284900982,1.8326831871600122,0.0,81.24427032470703,4.470926761627197,0
2000,1,3,4,30,0,0,0,0,0,0,17,23.055920463726977,1010.2142944335938,72.02083382332893,127.0695833993998,1.8010450053827054,0.0,85.21925354003906,4.561524391174316,0
2000,1,3,5,30,0,0,0,0,0,0,17,22.6630747183263,1010.6906127929688,73.65258985386723,113.44210127036345,1.7731602504932766,0.0,89.41500854492188,4.642850875854492,0
2000,1,3,6,30,0,0,0,0,0,0,17,22.350497223320588,1011.2958984375,75.14404513520172,100.04155984648861,1.745944544450757,0.0,93.16837310791016,4.74469518661499,0
2000,1,3,7,30,17,0,17,19,64,22,17,22.468588360693047,1012.2960205078125,71.55497650797366,86.99540329851133,1.7154839540781361,0.0,95.74588012695312,4.79317045211792,0
2000,1,3,8,30,107,385,210,99,416,210,16,23.754557618383387,1013.2354736328125,62.24890357429851,74.51611163620684,1.6827814511825374,0.0,97.39686584472656,4.335778713226318,0
2000,1,3,9,30,142,606,418,142,606,418,15,26.148220710080636,1013.5653076171875,53.481750967959606,62.949910517352876,1.649799263931132,0.0,98.01631927490234,3.7152884006500244,0
2000,1,3,10,30,167,708,594,167,708,594,13,29.518050055209642,1013.29443359375,37.74495507500792,52.91428641521041,1.6196344875461728,0.0,96.90923309326172,3.229919195175171,0
2000,1,3,11,30,180,762,715,180,762,715,8,32.46577745492203,1012.3087768554688,23.086957678978884,45.445450005963394,1.590245189445007,0.0,88.94197845458984,2.5316169261932373,0
2000,1,3,12,30,186,783,768,186,783,768,6,33.74288703651888,1011.2511596679688,18.825658648084055,41.94470576809861,1.5613524735275686,0.0,68.108154296875,1.7912930250167847,0
2000,1,3,13,30,184,775,747,184,775,747,5,33.99520746111227,1010.3080444335938,17.516747867015987,43.386252540680736,1.5373066234668675,0.0,39.40319061279297,1.561942458152771,0
2000,1,3,14,30,174,739,655,174,739,655,5,33.668626406508906,1009.4959106445312,17.05998359840659,49.33802589216077,1.52021391887161,0.0,18.640945434570312,1.6149016618728638,0
2000,1,3,15,30,154,662,501,154,662,501,5,32.73724357979239,1009.0023803710938,17.695736042344073,58.43448817794608,1.4912069361098672,0.0,2.5143966674804688,1.7669663429260254,0
2000,1,3,16,30,156,410,300,121,517,302,5,31.24081547785181,1008.9032592773438,20.044060671841464,69.44546292319134,1.4827503879409647,0.0,348.29058837890625,2.0105385780334473,0
2000,1,3,17,30,64,94,78,59,238,94,12,28.96873169205702,1009.0413208007812,35.90643324250264,81.59225639471356,1.492392757290891,0.0,331.9984436035156,2.382424831390381,0
2000,1,3,18,30,0,0,0,0,0,0,15,28.03225067636822,1009.5194091796875,47.77672784699513,94.4307029482706,1.5133513086837846,0.0,328.393310546875,2.7408058643341064,0
2000,1,3,19,30,0,0,0,0,0,0,17,27.287625678841607,1010.1303100585938,54.96697372185785,107.70094361583975,1.5435305531653547,0.0,333.2979736328125,2.875622272491455,0
2000,1,3,20,30,0,0,0,0,0,0,18,26.557976331294014,1010.4816284179688,61.96021188475525,121.24769016269096,1.5799368455120248,0.0,344.075439453125,2.928589105606079,0
2000,1,3,21,30,0,0,0,0,0,0,19,25.97919105262355,1010.3595581054688,67.71935515802528,134.9670060012038,1.6455571433968907,0.0,358.8837585449219,2.8641631603240967,0
2000,1,3,22,30,0,0,0,0,0,0,19,25.570007758710688,1010.3642578125,71.17563305659556,148.77370246982926,1.708890495309657,0.0,16.483436584472656,2.799705982208252,0
2000,1,3,23,30,0,0,0,0,0,0,19,25.188911288925112,1010.2122192382812,72.91978751206359,162.53623741035994,1.7662550497187466,0.0,35.57536697387695,2.838191032409668,0
2000,1,4,0,30,0,0,0,0,0,0,19,24.80727612127339,1010.220703125,73.37420140636279,175.07576668796275,1.8105456400561726,0.0,53.51396179199219,3.026313066482544,0
2000,1,4,1,30,0,0,0,0,0,0,19,24.364412061426435,1009.8338623046875,73.49132780493349,168.3615637409954,1.837130490430173,0.0,66.5978775024414,3.3137290477752686,0
2000,1,4,2,30,0,0,0,0,0,0,18,23.879509459672363,1009.4103393554688,73.50362868123165,154.74850621333894,1.8493897234326864,0.0,75.28038024902344,3.5853381156921387,0
2000,1,4,3,30,0,0,0,0,0,0,18,23.419019711988824,1009.3048706054688,73.54466192257321,140.9342758502789,1.787083381716489,0.0,80.92628479003906,3.844641923904419,0
2000,1,4,4,30,0,0,0,0,0,0,18,22.963455640435654,1009.4048461914062,73.97095347823462,127.16361528731792,1.7163105771206681,0.0,85.2344741821289,4.090448379516602,0
2000,1,4,5,30,0,0,0,0,0,0,17,22.62389699191766,1009.8771362304688,74.58612392545912,113.52727855592079,1.6389636541290455,0.0,88.8635482788086,4.250970363616943,0
2000,1,4,6,30,0,0,0,0,0,0,17,22.37032939299428,1010.4594116210938,75.44790049419487,100.11667006007713,1.5603687757506794,0.0,90.82118225097656,4.333993434906006,0
2000,1,4,7,30,17,0,17,19,64,22,17,22.480996445226424,1011.4102172851562,71.98404140663742,87.05821327811995,1.4791836350905934,0.0,90.89208984375,4.34613037109375,0
2000,1,4,8,30,107,382,209,99,422,211,15,23.641120531640183,1012.1390380859375,62.10642600563301,74.56309825869232,1.3951074405590065,0.0,91.85612487792969,3.9942150115966797,0
2000,1,4,9,30,142,614,422,142,614,422,15,25.985967844389677,1012.8973388671875,53.460329536501575,62.975456572686234,1.370347480029295,0.0,92.50389099121094,3.355940818786621,0
2000,1,4,10,30,167,716,599,167,716,599,14,29.171239105156133,1012.6138916015625,39.903357137296695,52.910142164776936,1.3528434713446587,0.0,93.80770111083984,2.7016794681549072,0
2000,1,4,11,30,181,769,722,181,769,722,7,32.641415508504735,1011.827392578125,21.34420469701297,45.40177774992585,1.335350817588336,0.0,92.03050231933594,2.000246524810791,0
2000,1,4,12,30,183,787,770,186,790,775,5,34.01336452457832,1010.9755859375,16.451986013872972,41.85673581020187,1.3295207570351637,0.0,77.6487045288086,1.1843105554580688,0
2000,1,4,13,30,185,771,747,184,782,754,4,34.2097790807436,1010.1546020507812,15.249828171856795,43.26333417280407,1.3316922696814453,0.0,37.41543197631836,0.7484865784645081,0
2000,1,4,14,30,175,745,662,175,745,662,3,33.73844291878771,1009.5823364257812,15.324941948667032,49.19797965890634,1.3344243344882598,0.0,353.4665832519531,0.8553076386451721,0
2000,1,4,15,30,155,667,506,155,667,506,4,32.69772159250783,1009.1533203125,16.50238322126153,58.29047040147371,1.3498048196903802,0.0,334.7398376464844,1.1239771842956543,0
2000,1,4,16,30,121,523,306,121,523,306,4,31.024637331594874,1008.8811645507812,19.0432264584664,69.30368823339307,1.3681939132187615,0.0,323.94598388671875,1.4089956283569336,0
2000,1,4,17,30,68,82,81,60,244,96,12,28.82410776305528,1009.1008911132812,35.421733487030835,81.45510883095542,1.3891518696736727,0.0,310.6461181640625,2.0003716945648193,0
2000,1,4,18,30,0,0,0,0,0,0,15,27.937056555851143,1009.2481689453125,47.190531674420946,94.29898162380644,1.4149051780287216,0.0,310.41839599609375,2.5284900665283203,0
2000,1,4,19,30,0,0,0,0,0,0,17,27.276593033920847,1009.8642578125,54.30802911235614,107.57499932523274,1.451222554090871,0.0,317.0320739746094,2.7996022701263428,0
